category,industry,interest,name,created_at1,lead_count,last_lead_activity,group_id,user_type,lead_score,geoip_country,geoip_state,geoip_city,created_at,id,key,value,source,offer_category,offer_product,offer_price,offer_created_at,url,referrer,cid,utm_source,utm_medium,utm_campaign,utm_term,utm_content,properties,event_context
여가,워크숍 컨설팅,무료 체험,"기업체, 단체 워크숍 무료상담 신청하세요!",2024-07-04T22:07:00.203Z,2,2024-08-03T11:11:34.000Z,66871d047f4f2b001b80e6b8,visitor,0,Republic of Korea,,,2024-08-03T11:06:01.392Z,66ae0ffbd706a0000636aa76,캠페인방문완료,2,web,온라인판매,무료 체험,0.0,2023-02-01,http://lp.iam2.co.kr/landing_thearam_0305/,,24hdp1xv3u9tz6fb,7.0,8.0,9.0,10,12.0,"{'value': 2, 'url': 'https://m.n-shine.com/order/basket.html', 'key': 'm.n-shine.com/order/basket.html', 'ip_address': '122.37.16.152', 'UTMConent': '네츄럴샤인-자연으로 피부를 빛나게하다.', 'Referrer': 'https://m.n-shine.com/order/basket.html', 'PageTitle': '네츄럴샤인-자연으로 피부를 빛나게하다.'}",{'ip': '122.37.16.152'}
,,,,2024-07-04T22:07:00.203Z,2,2024-08-03T11:11:34.000Z,66871d047f4f2b001b80e6b8,visitor,0,Republic of Korea,,,2024-08-03T11:06:01.392Z,66ae0febd706a0000636a873,페이지전환완료,1,web,,,,,,,24hdp1xv3u9tz6fb,,,,,,"{'value': 1, 'ip_address': '122.37.16.152', 'URL': 'https://m.n-shine.com/order/basket.html', 'Referrer': 'https://m.n-shine.com/order/basket.html'}",{'ip': '122.37.16.152'}
여가,워크숍 컨설팅,무료 체험,"기업체, 단체 워크숍 무료상담 신청하세요!",2024-07-04T22:07:00.203Z,2,2024-08-03T11:11:34.000Z,66871d047f4f2b001b80e6b8,visitor,0,Republic of Korea,,,2024-08-03T11:06:01.392Z,66ae0feb3c6fe600064e37c3,사이트전환완료,1,web,온라인판매,무료 체험,0.0,2023-02-01,http://lp.iam2.co.kr/landing_thearam_0305/,,24hdp1xv3u9tz6fb,7.0,8.0,9.0,10,12.0,"{'value': 1, 'url': 'https://m.n-shine.com/order/basket.html', 'product': 'undefined', 'ip_address': '122.37.16.152', 'category': 'undefined', 'Referrer': 'https://m.n-shine.com/order/basket.html'}",{'ip': '122.37.16.152'}
,,,,2024-07-04T22:07:00.203Z,2,2024-08-03T11:11:34.000Z,66871d047f4f2b001b80e6b8,visitor,0,Republic of Korea,,,2024-08-03T11:06:01.392Z,66ae0fe6643615000c001212,사이트방문완료,1,web,,,,,,,24hdp1xv3u9tz6fb,,,,,,"{'value': 1, 'ip_address': '122.37.16.152', 'URL': 'https://m.n-shine.com/order/basket.html', 'Referrer': 'https://m.n-shine.com/order/basket.html'}",{'ip': '122.37.16.152'}
여가,워크숍 컨설팅,무료 체험,"기업체, 단체 워크숍 무료상담 신청하세요!",2024-07-04T22:07:00.203Z,2,2024-08-03T11:11:34.000Z,66871d047f4f2b001b80e6b8,visitor,0,Republic of Korea,,,2024-08-03T11:06:01.392Z,66ae0fe63c6fe600064e36ff,페이지방문완료,1,web,온라인판매,무료 체험,0.0,2023-02-01,http://lp.iam2.co.kr/landing_thearam_0305/,,24hdp1xv3u9tz6fb,7.0,8.0,9.0,10,12.0,"{'value': 1, 'url': 'https://m.n-shine.com/order/basket.html', 'ip_address': '122.37.16.152', 'Referrer': 'https://m.n-shine.com/order/basket.html'}",{'ip': '122.37.16.152'}
,,,,2024-07-04T22:07:00.203Z,2,2024-08-03T11:11:34.000Z,66871d047f4f2b001b80e6b8,visitor,0,Republic of Korea,,,2024-08-03T11:06:01.392Z,66ae0fe66bf68b000744454b,스트롤다운,25,web,,,,,,,24hdp1xv3u9tz6fb,,,,,,"{'value': '25', 'price': 1, 'ip_address': '122.37.16.152'}",{'ip': '122.37.16.152'}
여가,워크숍 컨설팅,무료 체험,"기업체, 단체 워크숍 무료상담 신청하세요!",2024-07-04T22:07:00.203Z,2,2024-08-03T11:11:34.000Z,66871d047f4f2b001b80e6b8,visitor,0,Republic of Korea,,,2024-08-03T11:06:01.392Z,66ae0fe6d706a0000636a7a5,캠페인방문완료,2,web,온라인판매,무료 체험,0.0,2023-02-01,http://lp.iam2.co.kr/landing_thearam_0305/,,24hdp1xv3u9tz6fb,7.0,8.0,9.0,10,12.0,"{'value': 2, 'url': 'https://m.n-shine.com/order/basket.html', 'key': 'm.n-shine.com/order/basket.html', 'ip_address': '122.37.16.152', 'UTMConent': '네츄럴샤인-자연으로 피부를 빛나게하다.', 'Referrer': 'https://m.n-shine.com/order/basket.html', 'PageTitle': '네츄럴샤인-자연으로 피부를 빛나게하다.'}",{'ip': '122.37.16.152'}
여가,워크숍 컨설팅,무료 체험,"기업체, 단체 워크숍 무료상담 신청하세요!",2024-07-04T22:07:00.203Z,2,2024-08-03T11:11:34.000Z,66871d047f4f2b001b80e6b8,visitor,0,Republic of Korea,,,2024-08-03T11:06:01.392Z,66ae0fe66bf68b0007444547,visited_url,http://lp.iam2.co.kr/landing_thearam_0305/,web,온라인판매,무료 체험,0.0,2023-02-01,http://lp.iam2.co.kr/landing_thearam_0305/,,24hdp1xv3u9tz6fb,7.0,8.0,9.0,10,12.0,"{'value': 'https://m.n-shine.com/order/basket.html#none', 'referrer': 'https://m.n-shine.com/order/basket.html', 'page_title': '네츄럴샤인-자연으로 피부를 빛나게하다.', 'ip_address': '122.37.16.152'}",{'ip': '122.37.16.152'}
,,,,2024-07-04T22:07:00.203Z,2,2024-08-03T11:11:34.000Z,66871d047f4f2b001b80e6b8,visitor,0,Republic of Korea,,,2024-08-03T11:06:01.392Z,66ae0fe53c6fe600064e36f6,스트롤다운,50,web,,,,,,,24hdp1xv3u9tz6fb,,,,,,"{'value': '50', 'price': 1, 'ip_address': '122.37.16.152'}",{'ip': '122.37.16.152'}
,,,,2024-07-04T22:07:00.203Z,2,2024-08-03T11:11:34.000Z,66871d047f4f2b001b80e6b8,visitor,0,Republic of Korea,,,2024-08-03T11:06:01.392Z,66ae0f6c3c6fe600064e2650,페이지전환완료,1,web,,,,,,,24hdp1xv3u9tz6fb,,,,,,"{'value': 1, 'ip_address': '122.37.16.152', 'URL': 'https://m.n-shine.com/product/detail.html?product_no=761&amp;fbclid=PAZXh0bgNhZW0BMAABpsIjsj8RlEYjJDsifPCWY-SPX_9cJJJS5DMUIi1SblWWVkztP00d6RfVZg_aem_km_pJMjo_8aM8INN8v0DxA', 'Referrer': 'http://instagram.com/'}",{'ip': '122.37.16.152'}
